Id454,ctx18,res120_exe,allow,Id402,Gtype
Id118,ctx20,res390_exe,allow,Id465,Gtype
Id203,ctx20,res390_exe,allow,Id465,Gtype
Id473,ctx2,res324_exe,allow,Id154,Gtype
Id190,ctx2,res324_exe,allow,Id154,Gtype
Id399,ctx9,res341_write,allow,Id14,Gtype
Id477,ctx9,res341_write,allow,Id14,Gtype
Id12,ctx8,res244_exe,allow,Id129,Gtype
Id71,ctx8,res244_exe,allow,Id129,Gtype
Id271,ctx19,res107_write,Id250,ctx19,Gtype
Id342,ctx17,res264_exe,Id24,ctx17,Gtype
Id386,ctx17,res264_exe,Id24,ctx17,Gtype
Id213,ctx17,res264_exe,Id24,ctx17,Gtype
Id87,ctx11,res223_write,Id465,ctx11,Gtype
Id114,ctx11,res223_write,Id465,ctx11,Gtype
Id454,ctx18,res120_exe,allow,Id402,Gtype
Id118,ctx20,res390_exe,allow,Id465,Gtype
Id203,ctx20,res390_exe,allow,Id465,Gtype
Id271,ctx19,res107_write,Id250,ctx19,Gtype
Id342,ctx17,res264_exe,Id24,ctx17,Gtype
Id213,ctx17,res264_exe,Id24,ctx17,Gtype
