Role,Context,Capability,Permission
R18,ctx9,res333_read,allow
R71,ctx9,res70_write,allow
R34,ctx9,res252_read,allow
R70,ctx18,res103_write,allow
R61,ctx1,res66_read,allow
R16,ctx14,res213_exe,allow
R71,ctx6,res298_write,deny
R5,ctx5,res297_write,allow
R34,ctx2,res390_read,allow
R27,ctx16,res382_exe,allow
R42,ctx13,res344_write,allow
R85,ctx18,res212_write,allow
R36,ctx7,res368_exe,allow
R43,ctx4,res129_write,allow
R82,ctx13,res390_exe,deny
R64,ctx9,res296_exe,allow
R50,ctx8,res42_exe,allow
R86,ctx4,res484_exe,allow
R49,ctx11,res329_exe,deny
R82,ctx2,res146_exe,deny
R26,ctx19,res105_exe,deny
R77,ctx2,res196_exe,allow
R56,ctx20,res154_write,deny
R11,ctx13,res34_read,allow
R11,ctx7,res492_write,allow
R94,ctx12,res39_exe,allow
R60,ctx17,res430_exe,allow
R94,ctx16,res69_read,deny
R64,ctx1,res217_write,allow
R23,ctx4,res103_exe,allow
R8,ctx17,res430_exe,allow
R83,ctx15,res178_exe,allow
R50,ctx18,res249_read,allow
R100,ctx7,res500_exe,allow
R74,ctx9,res143_write,allow
R7,ctx8,res257_read,allow
R52,ctx12,res273_exe,allow
R93,ctx13,res287_exe,allow
R43,ctx1,res381_read,allow
R59,ctx14,res7_write,deny
R67,ctx7,res388_exe,allow
R19,ctx20,res244_write,allow
R13,ctx5,res159_write,allow
R70,ctx16,res369_exe,allow
R82,ctx14,res244_read,allow
R41,ctx3,res161_exe,allow
R20,ctx5,res334_write,deny
R46,ctx14,res81_write,deny
R57,ctx10,res316_exe,allow
R55,ctx10,res263_write,allow
R15,ctx5,res420_write,allow
R46,ctx4,res356_exe,deny
R2,ctx18,res2_read,allow
R45,ctx4,res343_write,allow
R8,ctx15,res24_read,allow
R8,ctx15,res156_write,allow
R51,ctx16,res235_read,allow
R12,ctx12,res203_write,deny
R15,ctx19,res44_read,allow
R46,ctx1,res229_exe,allow
R6,ctx14,res63_exe,allow
R77,ctx7,res456_write,allow
R50,ctx18,res491_exe,allow
R79,ctx7,res434_write,deny
R25,ctx10,res22_write,deny
R19,ctx14,res234_read,allow
R53,ctx16,res311_write,deny
R89,ctx17,res28_read,allow
R61,ctx3,res157_write,allow
R60,ctx1,res63_write,allow
R87,ctx19,res477_exe,allow
R86,ctx2,res112_write,allow
R17,ctx18,res37_exe,allow
R96,ctx15,res250_exe,allow
R52,ctx1,res39_exe,allow
R100,ctx19,res309_write,allow
R80,ctx18,res250_read,allow
R45,ctx1,res238_exe,allow
R26,ctx19,res210_exe,allow
R100,ctx1,res148_exe,allow
R61,ctx7,res308_exe,allow
R60,ctx19,res357_exe,allow
R97,ctx4,res64_exe,allow
R9,ctx15,res24_exe,allow
R99,ctx20,res405_exe,allow
R22,ctx15,res342_exe,allow
R74,ctx14,res112_exe,allow
R20,ctx19,res266_write,allow
R44,ctx2,res458_exe,allow
R73,ctx9,res428_exe,allow
R44,ctx11,res170_write,allow
R50,ctx5,res281_exe,allow
R22,ctx9,res153_exe,allow
R29,ctx6,res428_exe,allow
R79,ctx18,res135_exe,allow
R4,ctx3,res216_write,allow
R48,ctx7,res435_write,allow
R4,ctx11,res96_read,allow
R70,ctx17,res120_exe,allow
R57,ctx3,res374_exe,allow
R69,ctx7,res422_read,allow
R97,ctx9,res19_exe,allow
R80,ctx14,res3_write,deny
R63,ctx17,res301_exe,deny
R54,ctx15,res139_exe,allow
R72,ctx12,res436_exe,allow
