Role,Context,Capability,Permission
R45,ctx15,res24_read,allow
R7,ctx4,res345_exe,allow
R7,ctx14,res115_exe,allow
R1,ctx18,res171_write,allow
R19,ctx18,res467_exe,deny
R23,ctx18,res368_write,allow
R89,ctx3,res407_read,allow
R80,ctx11,res88_read,deny
R47,ctx13,res255_exe,allow
R40,ctx3,res273_exe,allow
R12,ctx11,res459_exe,deny
R44,ctx5,res185_exe,deny
R98,ctx13,res85_exe,allow
R17,ctx7,res435_read,allow
R43,ctx9,res349_exe,allow
R87,ctx1,res24_exe,allow
R24,ctx4,res50_exe,allow
R5,ctx2,res314_read,allow
R24,ctx5,res262_write,allow
R29,ctx1,res238_exe,allow
R10,ctx1,res106_read,deny
R32,ctx2,res4_read,deny
R58,ctx1,res274_write,deny
R70,ctx18,res128_exe,allow
R9,ctx8,res411_exe,allow
R8,ctx16,res106_write,allow
R49,ctx14,res203_exe,allow
R54,ctx13,res348_read,allow
R13,ctx15,res92_read,allow
R76,ctx19,res462_exe,allow
R96,ctx20,res107_exe,deny
R92,ctx20,res130_read,allow
R59,ctx15,res438_write,allow
R20,ctx12,res189_read,allow
R22,ctx3,res98_exe,allow
R50,ctx8,res96_exe,allow
R65,ctx12,res139_write,deny
R25,ctx18,res370_exe,allow
R23,ctx9,res322_write,deny
R60,ctx15,res307_write,allow
R84,ctx7,res455_write,deny
R35,ctx1,res274_read,allow
R46,ctx20,res441_exe,allow
R44,ctx16,res65_read,deny
R39,ctx3,res144_write,allow
R79,ctx16,res331_exe,allow
R56,ctx11,res446_write,allow
R7,ctx19,res360_write,allow
R14,ctx6,res9_exe,allow
R54,ctx18,res368_exe,allow
R80,ctx17,res56_write,deny
R69,ctx20,res428_write,allow
R74,ctx16,res346_exe,allow
R77,ctx14,res337_exe,deny
R96,ctx2,res428_exe,allow
R4,ctx5,res332_read,allow
R96,ctx12,res192_exe,allow
R47,ctx17,res236_exe,allow
R98,ctx11,res68_exe,allow
R56,ctx11,res446_exe,allow
R77,ctx18,res2_exe,allow
R27,ctx13,res251_exe,allow
R14,ctx15,res234_read,allow
R9,ctx16,res90_exe,allow
R74,ctx2,res450_read,deny
R75,ctx15,res53_exe,deny
R28,ctx18,res244_write,allow
R85,ctx13,res181_write,allow
R3,ctx3,res46_exe,allow
R25,ctx18,res358_write,allow
R55,ctx15,res162_write,deny
R79,ctx6,res14_exe,allow
R100,ctx7,res295_read,deny
R56,ctx5,res437_exe,allow
R53,ctx20,res459_exe,allow
R7,ctx1,res94_read,deny
R16,ctx10,res328_read,allow
R41,ctx14,res429_read,allow
R59,ctx1,res406_read,allow
R35,ctx17,res445_exe,deny
R82,ctx1,res52_write,allow
R21,ctx19,res105_read,deny
R36,ctx6,res461_exe,allow
R11,ctx16,res425_exe,allow
R52,ctx12,res84_exe,deny
R10,ctx2,res88_exe,allow
R69,ctx11,res142_write,allow
R89,ctx11,res128_exe,allow
R99,ctx1,res414_read,deny
R88,ctx17,res255_exe,allow
R53,ctx8,res289_exe,deny
R71,ctx12,res405_write,deny
R95,ctx17,res25_exe,allow
R22,ctx17,res348_write,allow
R81,ctx15,res385_read,allow
R55,ctx1,res93_exe,allow
R16,ctx7,res206_exe,allow
R66,ctx4,res370_exe,deny
R10,ctx9,res335_write,allow
R42,ctx6,res179_exe,deny
R61,ctx3,res308_exe,allow
R75,ctx11,res99_read,allow
R44,ctx12,res297_exe,deny
R34,ctx3,res31_exe,allow
R68,ctx19,res297_write,allow
R20,ctx15,res231_exe,allow
R79,ctx2,res246_read,allow
R61,ctx4,res425_exe,allow
R3,ctx4,res168_exe,allow
R87,ctx16,res466_exe,allow
R96,ctx13,res119_exe,allow
R77,ctx20,res368_read,allow
R78,ctx2,res367_write,allow
R61,ctx11,res341_write,allow
R9,ctx4,res169_read,allow
R23,ctx4,res389_write,deny
R39,ctx5,res79_exe,allow
R26,ctx3,res310_read,allow
R25,ctx14,res471_write,allow
R22,ctx11,res449_exe,allow
R2,ctx7,res479_write,deny
R79,ctx15,res316_exe,allow
R56,ctx14,res138_read,allow
R53,ctx18,res490_write,allow
R63,ctx9,res216_exe,allow
R22,ctx17,res162_write,deny
R39,ctx10,res77_exe,allow
R1,ctx12,res248_read,allow
R11,ctx5,res21_exe,allow
R24,ctx14,res213_exe,deny
R79,ctx13,res341_exe,allow
R87,ctx15,res101_write,allow
R21,ctx6,res202_exe,allow
R11,ctx6,res116_read,allow
R43,ctx13,res90_exe,allow
R80,ctx1,res216_exe,deny
R18,ctx12,res121_exe,allow
R57,ctx18,res496_write,allow
R49,ctx6,res72_write,allow
R7,ctx9,res31_exe,allow
R77,ctx2,res369_write,allow
R88,ctx11,res244_read,allow
R51,ctx11,res101_exe,allow
R2,ctx16,res127_exe,allow
R80,ctx9,res180_write,deny
