Role,Context,Capability,Permission
R42,ctx9,res493_exe,allow
R26,ctx7,res443_write,deny
R76,ctx20,res143_exe,allow
R86,ctx17,res184_write,allow
R98,ctx19,res381_exe,allow
R53,ctx20,res312_exe,deny
R43,ctx4,res79_read,allow
R19,ctx2,res235_write,allow
R32,ctx13,res446_read,allow
R88,ctx12,res430_exe,allow
R52,ctx17,res80_read,deny
R96,ctx13,res45_exe,allow
R66,ctx17,res466_read,allow
R29,ctx11,res489_read,allow
R90,ctx14,res475_exe,allow
R34,ctx18,res364_exe,deny
R89,ctx16,res285_write,deny
R81,ctx6,res284_read,allow
R16,ctx12,res400_read,allow
R98,ctx1,res296_exe,allow
R20,ctx8,res42_exe,allow
R12,ctx14,res28_exe,allow
R73,ctx3,res91_write,deny
R19,ctx8,res452_exe,allow
R76,ctx3,res456_exe,allow
R34,ctx16,res113_exe,deny
R93,ctx19,res335_exe,allow
R45,ctx8,res21_exe,allow
R46,ctx7,res63_write,allow
R61,ctx6,res485_read,allow
R58,ctx4,res437_exe,allow
R42,ctx12,res291_exe,deny
R86,ctx16,res494_exe,deny
R4,ctx3,res307_write,allow
R66,ctx1,res410_exe,allow
R87,ctx12,res175_read,allow
R67,ctx10,res416_write,allow
R22,ctx16,res35_write,allow
R51,ctx11,res435_write,deny
R21,ctx10,res112_exe,allow
R56,ctx19,res402_exe,allow
R5,ctx18,res478_exe,deny
R96,ctx20,res197_write,allow
R28,ctx18,res396_exe,allow
R69,ctx2,res93_read,deny
R64,ctx9,res219_exe,allow
R13,ctx6,res478_exe,allow
R6,ctx11,res40_exe,allow
R98,ctx13,res279_exe,allow
R50,ctx10,res257_read,allow
R38,ctx18,res105_write,allow
R65,ctx10,res197_write,allow
R46,ctx9,res385_exe,allow
R60,ctx11,res130_exe,allow
R100,ctx1,res62_read,allow
R71,ctx13,res100_exe,allow
R94,ctx20,res459_write,allow
R82,ctx6,res204_exe,allow
R61,ctx9,res375_read,allow
R55,ctx15,res305_exe,allow
R87,ctx15,res222_exe,allow
R58,ctx15,res300_write,allow
R72,ctx6,res498_read,allow
R16,ctx15,res62_write,allow
R51,ctx10,res177_read,allow
R1,ctx17,res266_exe,allow
R70,ctx11,res394_exe,deny
R77,ctx12,res133_read,deny
R76,ctx8,res248_read,deny
R31,ctx6,res51_write,allow
R58,ctx6,res472_exe,deny
R1,ctx2,res292_exe,allow
R4,ctx11,res425_exe,allow
R40,ctx20,res262_exe,allow
R13,ctx15,res124_read,allow
R97,ctx17,res334_read,deny
R43,ctx4,res244_exe,allow
R59,ctx20,res89_read,allow
R5,ctx6,res71_exe,allow
R26,ctx14,res62_read,deny
R47,ctx4,res447_write,allow
R16,ctx19,res333_exe,allow
R25,ctx6,res170_exe,allow
R23,ctx10,res242_exe,deny
R42,ctx8,res447_exe,deny
R95,ctx8,res290_exe,allow
R88,ctx6,res241_exe,allow
R90,ctx3,res452_exe,allow
R100,ctx18,res137_exe,allow
R36,ctx15,res465_write,allow
R25,ctx10,res37_read,allow
R81,ctx20,res216_read,allow
R99,ctx9,res235_read,allow
R97,ctx15,res149_read,deny
R14,ctx16,res265_write,allow
R21,ctx14,res213_write,allow
R90,ctx7,res12_exe,allow
R2,ctx16,res245_read,allow
R81,ctx13,res249_exe,allow
R5,ctx16,res435_read,allow
R68,ctx16,res147_exe,allow
R10,ctx10,res413_read,allow
R92,ctx3,res447_exe,allow
R80,ctx15,res451_write,allow
R97,ctx9,res319_write,allow
R72,ctx2,res423_exe,allow
R5,ctx5,res13_read,allow
R94,ctx13,res189_write,allow
R96,ctx2,res197_exe,allow
R85,ctx6,res103_exe,allow
R24,ctx14,res65_read,allow
R10,ctx6,res424_write,allow
R77,ctx1,res18_exe,allow
R77,ctx16,res125_write,allow
R41,ctx5,res194_read,deny
R3,ctx10,res312_write,allow
R21,ctx11,res373_write,deny
R23,ctx15,res413_write,allow
R32,ctx16,res54_exe,allow
R38,ctx1,res427_read,allow
R59,ctx7,res31_read,allow
R76,ctx20,res446_exe,deny
R9,ctx10,res140_write,allow
R44,ctx18,res360_read,allow
R71,ctx20,res415_exe,allow
R98,ctx20,res189_read,allow
R36,ctx7,res277_exe,allow
R45,ctx2,res20_read,allow
R74,ctx2,res202_read,allow
R6,ctx1,res272_write,allow
R87,ctx1,res397_read,allow
R22,ctx13,res125_exe,allow
R45,ctx20,res190_read,allow
R5,ctx1,res81_exe,deny
R83,ctx2,res159_exe,allow
R34,ctx17,res320_exe,allow
R38,ctx19,res478_read,allow
R66,ctx9,res194_exe,allow
R34,ctx16,res385_read,allow
R26,ctx1,res243_write,allow
R24,ctx10,res371_read,allow
R35,ctx3,res383_read,allow
