Role,Context,Capability,Permission
R53,ctx18,res229_read,allow
R81,ctx8,res14_read,allow
R27,ctx15,res431_read,allow
R5,ctx11,res52_write,allow
R57,ctx13,res34_read,deny
R52,ctx12,res75_exe,deny
R23,ctx9,res306_exe,deny
R69,ctx7,res225_exe,allow
R4,ctx2,res104_write,allow
R38,ctx20,res338_write,allow
R12,ctx19,res56_exe,allow
R5,ctx3,res130_exe,allow
R84,ctx20,res67_exe,allow
R10,ctx3,res166_exe,allow
R56,ctx13,res210_exe,allow
R20,ctx12,res71_write,allow
R41,ctx3,res358_read,allow
R68,ctx9,res85_exe,deny
R97,ctx1,res456_exe,allow
R92,ctx2,res229_exe,allow
R43,ctx19,res450_write,allow
R46,ctx15,res405_exe,deny
R42,ctx6,res209_exe,allow
R35,ctx5,res442_exe,allow
R18,ctx2,res370_read,allow
R95,ctx12,res53_exe,allow
R33,ctx13,res220_exe,allow
R83,ctx15,res14_write,allow
R22,ctx13,res489_exe,allow
R43,ctx11,res369_write,allow
R98,ctx4,res228_exe,allow
R64,ctx19,res146_write,allow
R99,ctx18,res480_exe,allow
R100,ctx12,res478_write,allow
R82,ctx3,res459_exe,deny
R9,ctx15,res446_exe,allow
R75,ctx18,res132_exe,allow
R68,ctx11,res239_write,deny
R27,ctx20,res343_exe,allow
R59,ctx3,res424_write,deny
R22,ctx4,res193_exe,allow
R26,ctx1,res256_write,allow
R27,ctx15,res204_exe,allow
R73,ctx15,res336_read,allow
R52,ctx6,res447_read,deny
R10,ctx3,res110_write,allow
R76,ctx16,res424_exe,allow
R70,ctx15,res305_read,deny
R83,ctx5,res267_read,deny
R24,ctx16,res245_write,allow
R82,ctx16,res273_exe,allow
R61,ctx10,res2_write,deny
R10,ctx2,res284_exe,allow
R33,ctx19,res3_write,allow
R32,ctx14,res131_write,deny
R57,ctx19,res139_write,allow
R22,ctx11,res297_read,allow
R64,ctx17,res226_write,deny
R52,ctx1,res41_write,allow
R38,ctx17,res447_read,allow
R45,ctx12,res271_exe,allow
R35,ctx8,res318_read,allow
R73,ctx13,res426_read,allow
R46,ctx4,res471_read,allow
R79,ctx4,res124_write,allow
R16,ctx9,res453_exe,allow
R3,ctx10,res292_write,allow
R12,ctx3,res118_write,allow
R93,ctx6,res140_read,allow
R68,ctx1,res402_exe,deny
R22,ctx7,res174_read,allow
R31,ctx19,res255_write,allow
R90,ctx6,res440_read,allow
R75,ctx4,res399_read,allow
R66,ctx5,res266_write,allow
R62,ctx16,res153_read,deny
R62,ctx9,res381_exe,allow
R55,ctx16,res299_read,allow
R64,ctx16,res284_read,allow
R18,ctx6,res495_exe,allow
R78,ctx8,res61_write,allow
R27,ctx11,res197_exe,allow
R19,ctx12,res485_exe,allow
R69,ctx2,res250_exe,allow
R4,ctx12,res410_exe,allow
R33,ctx1,res310_read,allow
R16,ctx7,res209_read,allow
R41,ctx6,res496_write,allow
R38,ctx1,res248_exe,allow
R13,ctx16,res174_exe,deny
R48,ctx9,res124_exe,allow
R21,ctx11,res295_write,allow
R26,ctx1,res187_exe,allow
R54,ctx11,res2_exe,deny
R84,ctx13,res42_read,allow
R42,ctx8,res8_exe,deny
R23,ctx13,res129_exe,allow
R68,ctx19,res423_read,deny
R89,ctx4,res38_read,deny
R14,ctx4,res169_exe,deny
R74,ctx13,res320_exe,allow
R7,ctx4,res415_write,allow
R64,ctx19,res146_exe,deny
R33,ctx13,res230_read,allow
R14,ctx20,res491_write,allow
R93,ctx14,res250_exe,allow
R91,ctx15,res460_exe,allow
R2,ctx3,res201_exe,deny
R42,ctx12,res495_exe,allow
R11,ctx14,res476_write,allow
R65,ctx14,res66_write,allow
R39,ctx19,res41_write,deny
R14,ctx2,res246_read,allow
R46,ctx9,res484_exe,deny
R31,ctx4,res271_exe,allow
R21,ctx14,res312_exe,deny
R28,ctx10,res2_exe,allow
R35,ctx3,res385_exe,allow
R90,ctx17,res479_write,allow
R26,ctx15,res290_exe,allow
R56,ctx5,res149_write,allow
R100,ctx2,res196_write,allow
R2,ctx8,res124_exe,allow
R38,ctx14,res344_exe,allow
R25,ctx2,res247_read,allow
R51,ctx3,res208_exe,deny
R24,ctx9,res117_write,allow
R30,ctx7,res340_read,deny
R58,ctx1,res213_exe,allow
R88,ctx6,res166_exe,allow
R13,ctx16,res466_exe,allow
R35,ctx18,res346_exe,allow
R72,ctx2,res140_write,allow
R59,ctx20,res360_exe,allow
R65,ctx1,res21_write,deny
R78,ctx6,res490_write,deny
R21,ctx6,res432_write,deny
R33,ctx14,res463_exe,deny
R18,ctx4,res235_write,allow
R16,ctx9,res134_write,allow
R3,ctx14,res176_exe,allow
R44,ctx6,res153_exe,allow
R8,ctx20,res108_write,allow
R4,ctx5,res374_exe,deny
R75,ctx20,res493_exe,deny
R25,ctx6,res466_write,deny
R91,ctx5,res54_read,allow
R92,ctx10,res198_write,allow
R21,ctx19,res51_write,allow
R46,ctx8,res199_write,allow
R84,ctx18,res159_exe,allow
R21,ctx2,res404_read,allow
R71,ctx6,res260_read,allow
R48,ctx15,res172_write,allow
R82,ctx6,res47_read,allow
R53,ctx4,res13_read,allow
R52,ctx20,res322_exe,allow
R62,ctx14,res346_write,allow
R67,ctx17,res456_exe,allow
R62,ctx9,res191_write,allow
R24,ctx4,res448_read,allow
R62,ctx1,res395_write,allow
R40,ctx19,res347_exe,allow
R17,ctx11,res35_write,allow
R100,ctx12,res26_exe,allow
R1,ctx8,res282_read,allow
R31,ctx20,res99_exe,deny
R81,ctx6,res45_exe,allow
R91,ctx17,res249_exe,allow
R78,ctx15,res139_write,deny
R64,ctx18,res428_exe,allow
R36,ctx7,res124_read,allow
R28,ctx10,res423_exe,deny
R52,ctx10,res136_read,allow
R55,ctx8,res258_read,allow
R12,ctx19,res60_read,allow
R95,ctx12,res53_write,allow
R96,ctx16,res325_exe,allow
R81,ctx14,res349_read,allow
R31,ctx7,res100_exe,allow
R58,ctx9,res114_exe,allow
R40,ctx4,res420_read,allow
R45,ctx2,res339_exe,allow
R10,ctx3,res110_exe,allow
R53,ctx19,res264_exe,allow
R62,ctx9,res191_exe,deny
R87,ctx10,res368_exe,allow
R65,ctx10,res69_exe,allow
R79,ctx10,res60_exe,allow
R2,ctx18,res424_write,allow
R71,ctx8,res190_exe,allow
R47,ctx18,res452_exe,allow
R78,ctx5,res255_exe,allow
R5,ctx20,res43_read,allow
R12,ctx14,res308_exe,allow
R91,ctx9,res7_exe,allow
R39,ctx8,res74_exe,allow
R28,ctx15,res319_read,allow
R80,ctx9,res253_exe,allow
R45,ctx15,res319_exe,allow
R66,ctx16,res410_exe,allow
R90,ctx10,res100_exe,deny
R84,ctx7,res169_exe,allow
R78,ctx18,res71_exe,deny
R29,ctx1,res96_write,deny
R94,ctx1,res331_exe,deny
R72,ctx6,res496_exe,allow
R16,ctx6,res71_exe,allow
R80,ctx20,res134_exe,deny
R44,ctx14,res56_exe,allow
R74,ctx20,res125_exe,allow
R64,ctx16,res226_exe,allow
R9,ctx16,res41_read,allow
R84,ctx3,res437_write,allow
R64,ctx17,res58_exe,allow
R56,ctx12,res232_exe,allow
R86,ctx18,res346_read,allow
R69,ctx6,res24_exe,allow
R100,ctx19,res363_exe,allow
R81,ctx2,res431_read,deny
R10,ctx18,res403_exe,allow
R43,ctx2,res339_exe,deny
R57,ctx19,res139_exe,allow
R31,ctx4,res271_write,allow
R11,ctx20,res243_write,allow
R1,ctx12,res459_exe,allow
R33,ctx18,res270_exe,allow
R99,ctx2,res414_exe,allow
R23,ctx13,res129_write,allow
R70,ctx7,res135_exe,allow
R28,ctx5,res47_read,allow
R73,ctx5,res265_exe,allow
R94,ctx12,res441_read,deny
R65,ctx14,res189_write,allow
R49,ctx16,res6_write,deny
R6,ctx4,res256_exe,allow
R91,ctx3,res475_exe,deny
R13,ctx8,res95_read,allow
R61,ctx1,res181_read,allow
R99,ctx15,res157_exe,deny
R92,ctx6,res39_write,allow
R91,ctx4,res360_write,allow
R25,ctx13,res483_write,allow
R32,ctx2,res16_read,allow
R37,ctx8,res445_read,allow
R31,ctx17,res155_write,allow
R32,ctx9,res476_write,allow
R5,ctx6,res430_exe,allow
R46,ctx2,res427_exe,allow
R10,ctx6,res98_exe,allow
R24,ctx19,res451_exe,allow
R17,ctx13,res53_exe,allow
R82,ctx11,res48_write,allow
R23,ctx5,res439_exe,allow
R96,ctx2,res494_write,allow
R34,ctx6,res486_write,deny
R21,ctx2,res182_exe,allow
R37,ctx4,res414_exe,allow
R61,ctx5,res75_read,allow
R6,ctx11,res375_read,deny
R78,ctx16,res232_write,allow
R26,ctx14,res285_write,allow
R37,ctx3,res379_exe,deny
R84,ctx3,res100_exe,allow
R61,ctx9,res468_exe,deny
R77,ctx6,res361_read,allow
R83,ctx15,res345_exe,allow
R32,ctx13,res339_exe,deny
R60,ctx15,res124_read,allow
R20,ctx17,res337_exe,allow
R26,ctx7,res107_write,allow
R85,ctx12,res160_exe,deny
R92,ctx2,res13_write,allow
R6,ctx3,res85_read,allow
R17,ctx6,res460_exe,allow
R47,ctx17,res388_read,allow
R31,ctx19,res263_write,allow
R80,ctx9,res45_exe,allow
R48,ctx18,res144_write,deny
R26,ctx2,res74_write,allow
R44,ctx11,res447_exe,allow
R79,ctx2,res280_write,allow
R3,ctx20,res327_exe,allow
R14,ctx14,res497_read,allow
R24,ctx5,res352_write,allow
R10,ctx1,res38_exe,allow
R89,ctx12,res405_write,allow
R72,ctx1,res1_write,deny
R45,ctx10,res128_write,allow
R13,ctx11,res472_exe,allow
R28,ctx7,res392_write,allow
R24,ctx9,res117_exe,deny
R59,ctx7,res368_exe,allow
R97,ctx19,res193_exe,allow
R43,ctx12,res302_read,allow
R90,ctx17,res479_exe,deny
R75,ctx12,res62_read,allow
R47,ctx19,res188_exe,allow
R15,ctx3,res212_write,allow
R5,ctx18,res440_read,allow
R76,ctx9,res287_exe,allow
R91,ctx15,res460_write,deny
R65,ctx12,res429_exe,allow
R95,ctx10,res497_exe,deny
R66,ctx12,res54_exe,allow
R60,ctx1,res252_read,allow
R21,ctx10,res204_exe,allow
R53,ctx19,res451_write,allow
R16,ctx15,res4_exe,allow
R31,ctx13,res257_write,allow
R52,ctx20,res172_write,allow
R18,ctx20,res138_read,deny
R83,ctx19,res459_write,allow
R6,ctx14,res318_read,deny
R61,ctx10,res407_read,allow
R43,ctx20,res74_exe,allow
R5,ctx12,res220_write,allow
R30,ctx18,res63_exe,allow
R9,ctx8,res434_read,allow
R24,ctx4,res423_exe,allow
R66,ctx3,res375_exe,allow
R85,ctx7,res413_write,deny
R80,ctx15,res190_write,deny
R76,ctx18,res438_exe,allow
R45,ctx15,res350_read,deny
R14,ctx6,res15_write,deny
R14,ctx7,res318_exe,deny
R50,ctx16,res325_exe,deny
R11,ctx12,res369_read,allow
R44,ctx14,res211_exe,deny
R84,ctx8,res479_write,allow
R94,ctx16,res159_read,allow
R39,ctx19,res95_write,allow
R87,ctx11,res446_exe,deny
R26,ctx6,res281_exe,deny
R75,ctx1,res78_read,deny
R43,ctx20,res74_write,allow
R71,ctx14,res39_read,allow
R45,ctx1,res377_exe,allow
R77,ctx12,res461_exe,allow
R85,ctx18,res10_write,allow
R72,ctx5,res163_exe,allow
R64,ctx19,res292_exe,allow
R91,ctx17,res249_write,allow
R80,ctx10,res43_exe,deny
R67,ctx2,res107_write,allow
R37,ctx14,res391_exe,allow
R38,ctx19,res140_read,allow
R10,ctx14,res159_exe,allow
R43,ctx9,res74_exe,allow
R45,ctx20,res71_write,allow
R6,ctx17,res163_exe,deny
R32,ctx8,res305_exe,allow
R72,ctx8,res387_exe,allow
R61,ctx7,res489_write,allow
R53,ctx20,res102_write,allow
R100,ctx19,res469_write,deny
R55,ctx9,res453_write,allow
R96,ctx12,res367_read,allow
R67,ctx18,res115_exe,allow
R13,ctx11,res472_write,allow
R58,ctx1,res213_write,deny
R92,ctx20,res288_exe,deny
R42,ctx4,res320_exe,allow
R90,ctx14,res228_write,allow
R96,ctx14,res287_read,allow
R64,ctx15,res219_read,allow
R15,ctx9,res121_read,allow
R14,ctx16,res188_exe,allow
R22,ctx11,res9_exe,allow
R12,ctx16,res118_exe,allow
R25,ctx18,res180_exe,allow
R45,ctx8,res139_write,allow
R14,ctx12,res6_exe,allow
R47,ctx10,res218_read,allow
R48,ctx19,res486_exe,allow
R31,ctx19,res263_exe,allow
R47,ctx13,res193_exe,allow
R8,ctx4,res170_write,allow
R62,ctx7,res343_read,allow
R51,ctx11,res458_read,allow
R59,ctx11,res264_read,deny
R51,ctx3,res54_exe,deny
R78,ctx18,res56_write,deny
R56,ctx15,res330_exe,allow
R6,ctx2,res341_read,allow
R27,ctx14,res484_write,allow
R23,ctx11,res203_exe,deny
R51,ctx9,res318_exe,allow
R2,ctx2,res490_exe,allow
R64,ctx7,res484_read,allow
R45,ctx16,res280_read,allow
R68,ctx16,res39_write,allow
R24,ctx9,res37_exe,allow
R4,ctx2,res104_exe,allow
R74,ctx3,res217_exe,allow
R2,ctx9,res414_write,allow
R43,ctx9,res91_exe,allow
R51,ctx10,res264_read,deny
R76,ctx3,res415_write,allow
R30,ctx18,res129_write,deny
R59,ctx16,res109_write,deny
R63,ctx14,res112_exe,allow
R82,ctx11,res48_exe,allow
R99,ctx10,res243_read,allow
R1,ctx17,res403_write,allow
R83,ctx8,res162_write,allow
R47,ctx12,res75_exe,allow
R71,ctx18,res495_exe,allow
R71,ctx20,res300_exe,allow
R39,ctx5,res108_exe,allow
R72,ctx2,res140_exe,allow
R72,ctx3,res453_read,allow
R52,ctx12,res75_write,allow
R67,ctx8,res495_exe,deny
R24,ctx6,res395_exe,allow
R5,ctx10,res68_exe,allow
R70,ctx2,res143_write,deny
R68,ctx15,res217_exe,allow
R69,ctx7,res40_exe,allow
R77,ctx12,res386_exe,allow
R5,ctx1,res495_write,allow
R19,ctx1,res353_write,allow
R39,ctx6,res112_read,deny
R70,ctx10,res289_read,allow
R60,ctx5,res410_write,allow
R60,ctx10,res266_write,allow
R13,ctx10,res44_read,allow
R16,ctx15,res451_write,allow
R96,ctx2,res166_read,allow
R47,ctx15,res326_exe,deny
R65,ctx1,res395_exe,allow
R4,ctx9,res3_exe,allow
R80,ctx6,res61_exe,deny
R96,ctx10,res346_write,allow
R61,ctx19,res457_exe,allow
R75,ctx7,res197_exe,allow
R50,ctx13,res326_read,allow
R64,ctx13,res394_read,allow
R34,ctx2,res143_read,deny
R59,ctx16,res109_exe,allow
R64,ctx15,res161_read,deny
R85,ctx8,res414_exe,allow
R79,ctx9,res160_exe,allow
R30,ctx6,res96_exe,allow
R10,ctx1,res225_exe,allow
R79,ctx12,res394_exe,allow
R75,ctx9,res468_exe,allow
R3,ctx3,res456_write,deny
R13,ctx6,res149_exe,allow
R94,ctx20,res31_write,allow
R8,ctx12,res223_read,deny
R70,ctx12,res85_read,deny
R5,ctx18,res486_exe,allow
R79,ctx10,res344_exe,allow
R40,ctx19,res406_exe,allow
R69,ctx16,res135_exe,allow
R6,ctx15,res106_read,allow
R56,ctx20,res362_exe,allow
R23,ctx3,res38_exe,allow
R70,ctx11,res345_read,deny
R33,ctx1,res362_write,deny
R24,ctx7,res28_exe,allow
R39,ctx19,res41_exe,allow
R44,ctx7,res465_read,allow
R72,ctx7,res120_exe,allow
R54,ctx16,res43_read,allow
R54,ctx15,res265_read,allow
R30,ctx19,res242_read,allow
R13,ctx5,res116_exe,allow
R8,ctx4,res252_write,allow
R59,ctx12,res263_read,deny
R21,ctx8,res351_write,deny
R72,ctx18,res231_exe,allow
R40,ctx17,res54_write,deny
R59,ctx15,res295_read,deny
R41,ctx3,res374_write,allow
R45,ctx7,res191_exe,allow
R22,ctx15,res138_exe,allow
R50,ctx11,res88_read,allow
R34,ctx10,res79_write,allow
R54,ctx19,res299_read,allow
R62,ctx13,res337_write,allow
R60,ctx7,res334_read,allow
R55,ctx20,res146_write,allow
R50,ctx19,res189_read,allow
R84,ctx15,res251_exe,deny
R20,ctx2,res428_exe,allow
R14,ctx6,res15_exe,allow
R76,ctx16,res62_read,allow
R45,ctx6,res227_read,allow
R50,ctx14,res389_write,allow
R4,ctx11,res112_write,allow
R89,ctx17,res367_write,deny
R11,ctx14,res470_exe,deny
R19,ctx2,res449_exe,allow
R8,ctx2,res408_write,allow
R69,ctx19,res167_exe,deny
R3,ctx16,res268_exe,allow
R34,ctx14,res212_write,allow
R41,ctx8,res298_read,allow
R73,ctx10,res179_read,allow
R70,ctx16,res418_read,allow
R80,ctx13,res210_write,allow
R67,ctx15,res280_exe,allow
R2,ctx15,res445_write,allow
R21,ctx14,res434_exe,deny
R24,ctx2,res281_write,allow
R86,ctx20,res104_exe,allow
R58,ctx13,res162_write,allow
R44,ctx12,res137_exe,allow
R89,ctx11,res470_write,deny
R14,ctx12,res418_write,allow
R52,ctx1,res317_exe,allow
R38,ctx9,res346_exe,allow
R32,ctx9,res476_exe,allow
R92,ctx12,res250_read,allow
R13,ctx12,res449_write,allow
R37,ctx1,res71_read,allow
R23,ctx11,res203_write,allow
R19,ctx1,res353_read,deny
R11,ctx6,res377_exe,allow
R13,ctx11,res462_exe,allow
R44,ctx2,res135_exe,allow
