Id,Context,Capability,type,time_t
Id33,ctx19,res1_read,AC,t
Id17,ctx6,res2_read,AC,t
Id15,ctx8,res10_write,AC,t
Id42,ctx5,res8_write,AC,t
Id331,ctx5,res8_exe,AC,t
Id36,ctx11,res8_exe,AC,t
Id302,ctx9,res7_write,AC,t
Id200,ctx7,res3_write,AC,t
Id201,ctx2,res2_read,AC,t
Id105,ctx4,res5_write,AC,t
Id123,ctx5,res1_exe,AC,t
Id187,ctx13,res8_read,AC,t
Id32,ctx18,res3_exe,AC,t
Id9,ctx1,res4_write,AC,t
Id29,ctx2,res8_exe,AC,t
Id253,ctx11,res5_write,AC,t
Id121,ctx7,res4_read,AC,t
Id188,ctx3,res8_exe,AC,t
Id31,ctx19,res9_exe,AC,t
Id19,ctx15,res3_exe,AC,t
Id7,ctx5,res4_write,AC,t
Id22,ctx2,res5_exe,AC,t
Id33,ctx10,res5_write,AC,t
Id36,ctx5,res2_write,AC,t
Id202,ctx5,res9_write,AC,t
Id77,ctx12,res10_read,AC,t
Id132,ctx4,res5_exe,AC,t
Id35,ctx1,res10_exe,AC,t
Id27,ctx16,res1_exe,AC,t
Id66,ctx10,res1_write,AC,t
Id57,ctx1,res7_exe,AC,t
Id84,ctx1,res3_exe,AC,t
Id111,ctx8,res4_exe,AC,t
Id36,ctx17,res6_write,AC,t
Id6,ctx8,res6_exe,AC,t
Id132,ctx4,res6_exe,AC,t
Id304,ctx3,res9_read,AC,t
Id17,ctx20,res7_write,AC,t
Id105,ctx16,res2_exe,AC,t
Id152,ctx4,res3_exe,AC,t
Id68,ctx15,res1_exe,AC,t
Id75,ctx9,res2_read,AC,t
Id7,ctx5,res4_exe,AC,t
Id125,ctx15,res10_exe,AC,t
Id123,ctx7,res4_exe,AC,t
Id105,ctx4,res5_write,AC,t
Id17,ctx13,res6_exe,AC,t
Id49,ctx15,res10_exe,AC,t
Id5,ctx1,res2_write,AC,t
Id36,ctx5,res3_read,AC,t
Id96,ctx14,res1_exe,AC,t
Id27,ctx20,res10_write,AC,t
Id42,ctx18,res6_exe,AC,t
Id70,ctx17,res8_write,AC,t
Id57,ctx10,res9_exe,AC,t
Id26,ctx4,res1_exe,AC,t
Id200,ctx7,res9_write,AC,t
Id58,ctx16,res4_write,AC,t
Id78,ctx16,res5_exe,AC,t
Id224,ctx16,res10_read,AC,t
Id110,ctx3,res9_read,AC,t
Id119,ctx11,res8_exe,AC,t
Id105,ctx16,res2_write,AC,t
Id19,ctx3,res4_exe,AC,t
Id329,ctx2,res10_write,AC,t
Id148,ctx12,res1_read,AC,t
Id16,ctx6,res3_write,AC,t
Id12,ctx4,res6_exe,AC,t
Id232,ctx15,res7_exe,AC,t
Id10,ctx9,res2_exe,AC,t
Id75,ctx9,res3_read,AC,t
Id38,ctx20,res8_exe,AC,t
Id11,ctx16,res8_exe,AC,t
Id142,ctx12,res4_exe,AC,t
Id126,ctx2,res2_write,AC,t
Id21,ctx9,res6_exe,AC,t
Id128,ctx16,res7_read,AC,t
Id122,ctx14,res6_write,AC,t
Id6,ctx5,res2_exe,AC,t
Id1,ctx18,res10_exe,AC,t
Id45,ctx3,res6_read,AC,t
Id115,ctx5,res1_write,AC,t
Id121,ctx12,res9_exe,AC,t
Id109,ctx16,res7_exe,AC,t
Id119,ctx14,res4_exe,AC,t
Id1,ctx10,res4_read,AC,t
Id114,ctx4,res3_write,AC,t
Id80,ctx20,res10_exe,AC,t
Id49,ctx14,res9_read,AC,t
Id34,ctx7,res1_read,AC,t
Id331,ctx5,res8_write,AC,t
Id64,ctx17,res2_exe,AC,t
Id26,ctx7,res5_read,AC,t
Id14,ctx7,res9_write,AC,t
Id89,ctx20,res1_exe,AC,t
Id444,ctx14,res1_write,AC,t
Id132,ctx4,res6_write,AC,t
Id136,ctx8,res1_read,AC,t
Id30,ctx16,res10_write,AC,t
Id31,ctx11,res7_exe,AC,t
Id7,ctx10,res3_exe,AC,t
Id38,ctx8,res9_exe,AC,t
Id42,ctx18,res9_read,AC,t
Id8,ctx5,res9_write,AC,t
Id44,ctx5,res10_exe,AC,t
Id65,ctx15,res3_read,AC,t
Id144,ctx10,res9_read,AC,t
Id44,ctx1,res8_read,AC,t
Id132,ctx1,res5_exe,AC,t
Id168,ctx20,res1_read,AC,t
Id221,ctx4,res5_read,AC,t
Id57,ctx8,res2_exe,AC,t
Id21,ctx9,res6_write,AC,t
Id134,ctx13,res8_write,AC,t
Id10,ctx9,res9_write,AC,t
Id22,ctx8,res5_exe,AC,t
Id64,ctx13,res6_read,AC,t
Id292,ctx7,res1_write,AC,t
Id69,ctx17,res6_write,AC,t
Id27,ctx3,res7_exe,AC,t
Id45,ctx2,res2_write,AC,t
Id25,ctx1,res5_read,AC,t
