Id,Context,Capability,type,time_t
Id38,ctx6,res44_exe,AC,t
Id37,ctx6,res55_exe,AC,t
Id37,ctx20,res33_write,AC,t
Id80,ctx8,res76_write,AC,t
Id181,ctx9,res3_write,AC,t
Id317,ctx18,res73_exe,AC,t
Id79,ctx8,res23_exe,AC,t
Id276,ctx17,res35_write,AC,t
Id123,ctx7,res31_exe,AC,t
Id22,ctx8,res45_write,AC,t
Id13,ctx3,res23_exe,AC,t
Id314,ctx4,res40_read,AC,t
Id329,ctx2,res54_exe,AC,t
Id276,ctx17,res35_exe,AC,t
Id114,ctx13,res47_exe,AC,t
Id110,ctx8,res24_write,AC,t
Id368,ctx17,res7_exe,AC,t
Id227,ctx16,res47_exe,AC,t
Id343,ctx10,res10_write,AC,t
Id85,ctx14,res33_read,AC,t
Id24,ctx8,res3_exe,AC,t
Id56,ctx13,res32_read,AC,t
Id40,ctx6,res48_exe,AC,t
Id19,ctx3,res65_write,AC,t
Id198,ctx4,res47_exe,AC,t
Id98,ctx12,res35_read,AC,t
Id43,ctx17,res15_exe,AC,t
Id60,ctx19,res30_write,AC,t
Id7,ctx5,res2_read,AC,t
Id79,ctx18,res40_write,AC,t
Id5,ctx13,res7_exe,AC,t
Id160,ctx4,res49_exe,AC,t
Id182,ctx12,res20_exe,AC,t
Id35,ctx1,res80_write,AC,t
Id111,ctx8,res21_exe,AC,t
Id81,ctx2,res34_exe,AC,t
Id126,ctx2,res48_write,AC,t
Id10,ctx19,res67_exe,AC,t
Id146,ctx5,res70_exe,AC,t
Id21,ctx9,res15_exe,AC,t
Id57,ctx10,res50_read,AC,t
Id182,ctx12,res57_exe,AC,t
Id44,ctx1,res67_write,AC,t
Id157,ctx18,res76_exe,AC,t
Id64,ctx13,res61_exe,AC,t
Id58,ctx16,res66_read,AC,t
Id51,ctx11,res60_exe,AC,t
Id60,ctx19,res23_write,AC,t
Id16,ctx6,res1_read,AC,t
Id48,ctx18,res12_exe,AC,t
Id12,ctx19,res50_write,AC,t
Id140,ctx5,res18_exe,AC,t
Id203,ctx16,res79_exe,AC,t
Id47,ctx5,res54_write,AC,t
Id55,ctx14,res25_read,AC,t
Id69,ctx3,res28_read,AC,t
Id20,ctx18,res73_exe,AC,t
Id276,ctx17,res33_exe,AC,t
Id31,ctx3,res3_exe,AC,t
Id66,ctx6,res29_read,AC,t
Id154,ctx16,res40_read,AC,t
Id69,ctx17,res22_exe,AC,t
Id105,ctx4,res9_exe,AC,t
Id50,ctx18,res43_exe,AC,t
Id21,ctx7,res29_read,AC,t
Id332,ctx17,res38_read,AC,t
Id4,ctx16,res75_exe,AC,t
Id122,ctx14,res37_write,AC,t
Id3,ctx2,res19_read,AC,t
Id89,ctx20,res80_exe,AC,t
Id159,ctx8,res44_exe,AC,t
Id40,ctx6,res48_write,AC,t
Id49,ctx15,res29_write,AC,t
Id95,ctx17,res38_exe,AC,t
Id158,ctx14,res46_exe,AC,t
Id30,ctx16,res44_read,AC,t
Id159,ctx8,res37_write,AC,t
Id20,ctx18,res8_exe,AC,t
Id14,ctx3,res45_read,AC,t
Id258,ctx3,res65_exe,AC,t
Id90,ctx9,res57_write,AC,t
Id132,ctx1,res38_exe,AC,t
Id140,ctx12,res12_read,AC,t
Id114,ctx4,res68_write,AC,t
Id105,ctx4,res54_read,AC,t
Id52,ctx9,res1_write,AC,t
Id160,ctx4,res70_read,AC,t
Id167,ctx11,res4_read,AC,t
Id200,ctx7,res47_read,AC,t
Id96,ctx3,res67_exe,AC,t
Id17,ctx16,res72_exe,AC,t
Id188,ctx3,res63_write,AC,t
Id276,ctx10,res11_exe,AC,t
Id89,ctx20,res40_exe,AC,t
Id103,ctx13,res72_write,AC,t
Id222,ctx9,res52_read,AC,t
Id215,ctx18,res53_write,AC,t
Id104,ctx13,res24_read,AC,t
Id152,ctx6,res52_exe,AC,t
Id7,ctx10,res43_read,AC,t
Id49,ctx15,res37_exe,AC,t
Id6,ctx15,res73_exe,AC,t
Id30,ctx19,res65_read,AC,t
Id57,ctx10,res42_exe,AC,t
Id60,ctx19,res23_exe,AC,t
Id9,ctx8,res1_read,AC,t
Id88,ctx7,res74_exe,AC,t
Id13,ctx20,res7_exe,AC,t
Id37,ctx20,res33_exe,AC,t
Id134,ctx13,res32_exe,AC,t
Id63,ctx18,res18_write,AC,t
Id23,ctx15,res74_read,AC,t
Id167,ctx11,res9_read,AC,t
Id207,ctx20,res79_exe,AC,t
Id44,ctx5,res70_write,AC,t
Id49,ctx14,res50_write,AC,t
Id22,ctx19,res12_read,AC,t
Id24,ctx13,res8_read,AC,t
Id63,ctx13,res29_write,AC,t
Id78,ctx15,res38_write,AC,t
Id44,ctx14,res33_read,AC,t
Id178,ctx11,res55_exe,AC,t
Id29,ctx3,res38_read,AC,t
Id105,ctx4,res9_write,AC,t
Id62,ctx9,res80_write,AC,t
Id68,ctx15,res47_read,AC,t
Id68,ctx17,res8_read,AC,t
Id98,ctx12,res21_exe,AC,t
Id174,ctx5,res18_exe,AC,t
Id28,ctx9,res73_write,AC,t
Id91,ctx9,res24_write,AC,t
Id13,ctx13,res68_write,AC,t
Id102,ctx17,res39_read,AC,t
Id198,ctx4,res47_write,AC,t
Id31,ctx3,res3_write,AC,t
Id31,ctx11,res13_exe,AC,t
Id22,ctx9,res2_exe,AC,t
Id122,ctx14,res65_exe,AC,t
Id201,ctx2,res54_exe,AC,t
Id98,ctx7,res54_exe,AC,t
Id14,ctx17,res11_exe,AC,t
Id307,ctx19,res3_exe,AC,t
Id52,ctx16,res28_write,AC,t
Id29,ctx3,res62_exe,AC,t
Id38,ctx20,res56_exe,AC,t
Id31,ctx11,res43_exe,AC,t
Id79,ctx7,res9_read,AC,t
Id224,ctx2,res50_exe,AC,t
Id26,ctx4,res19_write,AC,t
Id69,ctx17,res6_exe,AC,t
Id112,ctx1,res72_write,AC,t
Id46,ctx15,res5_exe,AC,t
Id13,ctx20,res7_write,AC,t
Id84,ctx1,res70_exe,AC,t
Id99,ctx7,res34_write,AC,t
Id75,ctx2,res5_exe,AC,t
Id123,ctx7,res31_write,AC,t
Id146,ctx4,res29_write,AC,t
Id68,ctx15,res59_exe,AC,t
Id36,ctx18,res46_exe,AC,t
Id26,ctx7,res39_write,AC,t
Id36,ctx12,res59_exe,AC,t
Id12,ctx4,res77_read,AC,t
Id34,ctx7,res32_write,AC,t
Id56,ctx15,res31_exe,AC,t
Id198,ctx7,res34_exe,AC,t
Id1,ctx18,res43_exe,AC,t
Id46,ctx16,res20_exe,AC,t
Id16,ctx12,res43_exe,AC,t
Id125,ctx15,res43_exe,AC,t
Id29,ctx15,res73_write,AC,t
Id110,ctx2,res53_exe,AC,t
Id13,ctx13,res68_exe,AC,t
Id71,ctx4,res50_write,AC,t
Id56,ctx15,res13_exe,AC,t
Id222,ctx9,res13_exe,AC,t
Id38,ctx14,res49_exe,AC,t
Id64,ctx17,res79_write,AC,t
Id38,ctx8,res21_exe,AC,t
Id38,ctx20,res9_write,AC,t
Id68,ctx17,res27_exe,AC,t
Id45,ctx3,res29_exe,AC,t
Id255,ctx17,res25_read,AC,t
Id28,ctx4,res35_write,AC,t
Id15,ctx12,res65_exe,AC,t
Id44,ctx14,res57_exe,AC,t
Id60,ctx17,res19_exe,AC,t
Id71,ctx15,res49_exe,AC,t
Id80,ctx8,res29_exe,AC,t
Id111,ctx8,res2_write,AC,t
Id80,ctx11,res35_read,AC,t
Id108,ctx10,res62_read,AC,t
Id51,ctx11,res66_exe,AC,t
Id5,ctx1,res63_exe,AC,t
Id19,ctx3,res6_write,AC,t
Id86,ctx1,res79_read,AC,t
Id183,ctx5,res20_exe,AC,t
Id39,ctx13,res1_exe,AC,t
Id30,ctx16,res61_exe,AC,t
Id168,ctx20,res41_exe,AC,t
Id224,ctx16,res39_exe,AC,t
