Id,Context,Capability,type,time_t
Id110,ctx8,res4_read,AC,t
Id383,ctx15,res6_read,AC,t
Id12,ctx6,res17_exe,AC,t
Id36,ctx17,res2_exe,AC,t
Id39,ctx16,res20_write,AC,t
Id80,ctx6,res1_exe,AC,t
Id121,ctx7,res4_write,AC,t
Id29,ctx15,res15_exe,AC,t
Id108,ctx10,res17_exe,AC,t
Id292,ctx7,res6_write,AC,t
Id50,ctx13,res11_exe,AC,t
Id275,ctx4,res15_write,AC,t
Id98,ctx12,res12_read,AC,t
Id310,ctx9,res14_exe,AC,t
Id279,ctx19,res18_exe,AC,t
Id47,ctx14,res10_read,AC,t
Id52,ctx8,res8_read,AC,t
Id27,ctx3,res1_exe,AC,t
Id99,ctx3,res19_exe,AC,t
Id82,ctx6,res2_write,AC,t
Id80,ctx11,res12_exe,AC,t
Id81,ctx15,res5_exe,AC,t
Id15,ctx8,res11_exe,AC,t
Id158,ctx14,res14_write,AC,t
Id76,ctx10,res15_read,AC,t
Id25,ctx20,res13_write,AC,t
Id24,ctx8,res4_read,AC,t
Id182,ctx12,res19_exe,AC,t
Id36,ctx5,res20_exe,AC,t
Id132,ctx4,res7_exe,AC,t
Id206,ctx18,res15_exe,AC,t
Id47,ctx14,res11_read,AC,t
Id15,ctx12,res2_exe,AC,t
Id28,ctx20,res15_write,AC,t
Id23,ctx15,res10_read,AC,t
Id158,ctx3,res5_write,AC,t
Id41,ctx11,res12_read,AC,t
Id14,ctx17,res18_exe,AC,t
Id118,ctx19,res4_exe,AC,t
Id69,ctx17,res5_write,AC,t
Id140,ctx12,res17_read,AC,t
Id118,ctx19,res5_write,AC,t
Id33,ctx10,res15_write,AC,t
Id163,ctx6,res5_write,AC,t
Id27,ctx16,res18_exe,AC,t
Id91,ctx9,res14_exe,AC,t
Id68,ctx15,res20_read,AC,t
Id57,ctx1,res14_write,AC,t
Id119,ctx14,res17_read,AC,t
Id60,ctx17,res3_write,AC,t
Id222,ctx9,res15_write,AC,t
Id30,ctx14,res19_exe,AC,t
Id98,ctx7,res4_read,AC,t
Id22,ctx9,res6_exe,AC,t
Id408,ctx11,res2_exe,AC,t
Id2,ctx7,res19_exe,AC,t
Id39,ctx16,res5_exe,AC,t
Id62,ctx18,res14_exe,AC,t
Id134,ctx13,res10_exe,AC,t
Id140,ctx5,res17_exe,AC,t
Id82,ctx14,res5_read,AC,t
Id73,ctx1,res20_read,AC,t
Id14,ctx7,res19_exe,AC,t
Id255,ctx17,res2_write,AC,t
Id125,ctx15,res11_exe,AC,t
Id40,ctx6,res10_exe,AC,t
Id15,ctx1,res5_write,AC,t
Id109,ctx16,res12_exe,AC,t
Id132,ctx11,res19_exe,AC,t
Id57,ctx10,res19_exe,AC,t
Id83,ctx1,res1_exe,AC,t
Id20,ctx18,res15_write,AC,t
Id154,ctx16,res12_exe,AC,t
Id7,ctx15,res5_read,AC,t
Id201,ctx2,res16_write,AC,t
Id114,ctx4,res12_exe,AC,t
Id9,ctx10,res7_exe,AC,t
Id253,ctx11,res16_read,AC,t
Id28,ctx20,res16_exe,AC,t
Id293,ctx8,res9_write,AC,t
Id292,ctx7,res6_exe,AC,t
Id19,ctx3,res17_exe,AC,t
