Id,Context,Capability,type,time_t
Id157,ctx18,res33_exe,AC,t
Id39,ctx16,res39_write,AC,t
Id17,ctx20,res36_exe,AC,t
Id63,ctx13,res29_write,AC,t
Id314,ctx4,res21_exe,AC,t
Id22,ctx19,res6_write,AC,t
Id59,ctx6,res40_exe,AC,t
Id64,ctx13,res15_exe,AC,t
Id77,ctx3,res38_exe,AC,t
Id178,ctx11,res25_exe,AC,t
Id75,ctx9,res38_read,AC,t
Id8,ctx1,res25_exe,AC,t
Id108,ctx10,res19_exe,AC,t
Id25,ctx17,res18_read,AC,t
Id24,ctx8,res37_write,AC,t
Id276,ctx17,res21_write,AC,t
Id16,ctx6,res37_exe,AC,t
Id1,ctx10,res35_read,AC,t
Id94,ctx17,res14_read,AC,t
Id7,ctx10,res14_exe,AC,t
Id329,ctx2,res11_write,AC,t
Id34,ctx19,res35_exe,AC,t
Id108,ctx12,res38_read,AC,t
Id13,ctx13,res23_write,AC,t
Id60,ctx19,res12_exe,AC,t
Id71,ctx15,res18_exe,AC,t
Id15,ctx8,res35_exe,AC,t
Id2,ctx8,res35_exe,AC,t
Id83,ctx1,res36_exe,AC,t
Id368,ctx17,res21_exe,AC,t
Id31,ctx19,res11_exe,AC,t
Id121,ctx7,res9_read,AC,t
Id6,ctx15,res8_exe,AC,t
Id223,ctx10,res20_read,AC,t
Id103,ctx14,res8_exe,AC,t
Id48,ctx18,res33_read,AC,t
Id21,ctx5,res4_exe,AC,t
Id82,ctx14,res15_exe,AC,t
Id44,ctx1,res8_write,AC,t
Id18,ctx9,res2_exe,AC,t
Id67,ctx17,res11_exe,AC,t
Id57,ctx1,res24_write,AC,t
Id38,ctx20,res37_read,AC,t
Id47,ctx5,res36_exe,AC,t
Id332,ctx17,res9_exe,AC,t
Id86,ctx1,res26_write,AC,t
Id87,ctx4,res22_exe,AC,t
Id60,ctx19,res30_exe,AC,t
Id62,ctx9,res31_exe,AC,t
Id32,ctx18,res37_write,AC,t
Id96,ctx14,res39_exe,AC,t
Id198,ctx7,res16_read,AC,t
Id30,ctx2,res4_read,AC,t
Id119,ctx14,res35_exe,AC,t
Id227,ctx16,res26_exe,AC,t
Id140,ctx12,res7_exe,AC,t
Id14,ctx7,res24_read,AC,t
Id5,ctx1,res8_exe,AC,t
Id39,ctx6,res3_write,AC,t
Id27,ctx3,res4_exe,AC,t
Id27,ctx3,res30_write,AC,t
Id39,ctx6,res3_exe,AC,t
Id134,ctx13,res36_exe,AC,t
Id181,ctx9,res1_write,AC,t
Id157,ctx18,res33_write,AC,t
Id76,ctx10,res11_exe,AC,t
Id36,ctx18,res1_exe,AC,t
Id22,ctx2,res12_read,AC,t
Id4,ctx6,res10_read,AC,t
Id77,ctx12,res34_read,AC,t
Id50,ctx18,res15_exe,AC,t
Id152,ctx6,res2_write,AC,t
Id110,ctx3,res33_exe,AC,t
Id221,ctx4,res18_exe,AC,t
Id87,ctx4,res8_write,AC,t
Id24,ctx13,res11_exe,AC,t
Id43,ctx1,res34_write,AC,t
Id13,ctx20,res19_exe,AC,t
Id343,ctx10,res1_exe,AC,t
Id128,ctx5,res20_write,AC,t
Id50,ctx18,res15_write,AC,t
Id148,ctx12,res30_read,AC,t
Id207,ctx20,res30_exe,AC,t
Id93,ctx20,res21_exe,AC,t
Id78,ctx15,res26_exe,AC,t
Id9,ctx10,res28_write,AC,t
Id47,ctx5,res9_write,AC,t
Id44,ctx1,res8_write,AC,t
Id42,ctx10,res5_write,AC,t
Id76,ctx2,res3_exe,AC,t
Id96,ctx3,res17_write,AC,t
Id25,ctx1,res8_read,AC,t
Id161,ctx17,res12_exe,AC,t
Id114,ctx13,res1_exe,AC,t
Id22,ctx2,res16_read,AC,t
Id29,ctx5,res17_exe,AC,t
Id143,ctx15,res37_write,AC,t
Id8,ctx10,res32_exe,AC,t
Id50,ctx13,res28_exe,AC,t
Id79,ctx7,res21_read,AC,t
Id67,ctx18,res14_exe,AC,t
Id45,ctx8,res7_exe,AC,t
Id4,ctx16,res27_write,AC,t
Id188,ctx3,res34_exe,AC,t
Id108,ctx7,res13_exe,AC,t
Id307,ctx19,res38_exe,AC,t
Id70,ctx20,res31_exe,AC,t
Id111,ctx8,res5_write,AC,t
Id58,ctx14,res11_read,AC,t
Id30,ctx19,res2_write,AC,t
Id42,ctx10,res31_write,AC,t
Id128,ctx16,res28_read,AC,t
Id68,ctx15,res23_write,AC,t
Id11,ctx15,res18_exe,AC,t
Id57,ctx10,res32_write,AC,t
Id5,ctx13,res24_read,AC,t
Id29,ctx5,res13_read,AC,t
Id31,ctx19,res4_write,AC,t
Id45,ctx3,res28_exe,AC,t
Id76,ctx10,res25_exe,AC,t
Id29,ctx7,res5_read,AC,t
Id43,ctx13,res33_read,AC,t
Id6,ctx5,res22_exe,AC,t
Id26,ctx4,res14_exe,AC,t
Id2,ctx8,res35_write,AC,t
Id28,ctx4,res20_write,AC,t
Id59,ctx6,res5_read,AC,t
Id21,ctx10,res40_exe,AC,t
Id253,ctx11,res2_write,AC,t
Id59,ctx12,res1_exe,AC,t
Id265,ctx18,res15_write,AC,t
Id383,ctx15,res3_read,AC,t
Id89,ctx20,res24_exe,AC,t
Id105,ctx16,res22_exe,AC,t
Id69,ctx3,res19_read,AC,t
Id158,ctx14,res7_write,AC,t
Id292,ctx7,res33_exe,AC,t
Id22,ctx8,res22_exe,AC,t
Id46,ctx16,res40_exe,AC,t
Id229,ctx19,res21_exe,AC,t
Id45,ctx3,res7_read,AC,t
Id41,ctx10,res17_exe,AC,t
Id108,ctx7,res4_exe,AC,t
Id183,ctx5,res33_write,AC,t
Id223,ctx10,res36_write,AC,t
Id21,ctx9,res24_write,AC,t
Id258,ctx3,res26_read,AC,t
Id126,ctx2,res34_read,AC,t
Id46,ctx15,res20_write,AC,t
Id154,ctx16,res5_read,AC,t
Id332,ctx17,res18_exe,AC,t
Id5,ctx12,res15_exe,AC,t
Id17,ctx16,res28_exe,AC,t
Id102,ctx17,res36_write,AC,t
Id275,ctx4,res4_read,AC,t
Id118,ctx20,res33_exe,AC,t
Id52,ctx16,res3_read,AC,t
Id12,ctx6,res4_exe,AC,t
Id36,ctx11,res18_write,AC,t
Id47,ctx7,res28_exe,AC,t
Id307,ctx19,res2_write,AC,t
Id279,ctx19,res26_read,AC,t
Id134,ctx2,res12_write,AC,t
Id383,ctx15,res40_read,AC,t
Id114,ctx13,res1_write,AC,t
Id105,ctx16,res24_write,AC,t
Id23,ctx15,res7_exe,AC,t
Id276,ctx17,res36_read,AC,t
Id132,ctx1,res4_write,AC,t
Id79,ctx18,res30_exe,AC,t
Id56,ctx13,res22_exe,AC,t
Id12,ctx19,res38_write,AC,t
Id144,ctx2,res22_exe,AC,t
Id19,ctx14,res34_exe,AC,t
Id5,ctx1,res13_exe,AC,t
Id13,ctx3,res21_write,AC,t
Id140,ctx5,res35_exe,AC,t
Id157,ctx18,res2_exe,AC,t
Id62,ctx18,res12_exe,AC,t
Id30,ctx16,res26_exe,AC,t
Id444,ctx14,res33_exe,AC,t
Id8,ctx10,res32_write,AC,t
Id168,ctx20,res2_exe,AC,t
Id80,ctx6,res32_exe,AC,t
Id76,ctx13,res3_exe,AC,t
Id161,ctx17,res12_write,AC,t
Id159,ctx8,res21_exe,AC,t
Id19,ctx3,res36_exe,AC,t
Id222,ctx9,res14_read,AC,t
Id265,ctx18,res15_exe,AC,t
Id82,ctx6,res10_read,AC,t
Id79,ctx7,res31_exe,AC,t
Id45,ctx8,res7_write,AC,t
Id44,ctx5,res5_exe,AC,t
Id9,ctx8,res31_exe,AC,t
Id90,ctx9,res34_read,AC,t
Id12,ctx19,res38_exe,AC,t
Id118,ctx6,res29_read,AC,t
Id37,ctx6,res20_exe,AC,t
Id206,ctx20,res7_read,AC,t
Id10,ctx19,res18_exe,AC,t
